Date,Close,AdjClose,Volume,Currency
2018-05-15,3200.0,3200.0,332575,GBp
2018-05-16,3148.0,3148.0,402755,GBp
2018-05-17,3100.0,3100.0,772394,GBp
2018-05-18,3080.0,3080.0,474527,GBp
2018-05-21,3122.0,3122.0,809756,GBp
2018-05-22,3150.0,3150.0,960504,GBp
2018-05-23,3144.0,3144.0,638168,GBp
2018-05-24,3229.0,3229.0,2108924,GBp
2018-05-25,3465.0,3465.0,1211454,GBp
2018-05-29,3402.0,3402.0,1150626,GBp
2018-05-30,3325.0,3325.0,906362,GBp
2018-05-31,3402.0,3402.0,625276,GBp
2018-06-01,3512.0,3512.0,703119,GBp
2018-06-04,3519.0,3519.0,679012,GBp
2018-06-05,3555.0,3555.0,486131,GBp
2018-06-06,3560.0,3560.0,627766,GBp
2018-06-07,3524.0,3524.0,354779,GBp
2018-06-08,3452.0,3452.0,538543,GBp
2018-06-11,3569.0,3569.0,354844,GBp
2018-06-12,3610.0,3610.0,354242,GBp
2018-06-13,3705.0,3705.0,410300,GBp
2018-06-14,3731.0,3731.0,325687,GBp
2018-06-15,3647.0,3647.0,1007599,GBp
2018-06-18,3698.0,3698.0,241630,GBp
2018-06-19,3657.0,3657.0,228999,GBp
2018-06-20,3769.0,3769.0,470522,GBp
2018-06-21,3717.0,3717.0,464300,GBp
2018-06-22,3781.0,3781.0,425547,GBp
2018-06-25,3583.0,3583.0,389752,GBp
2018-06-26,3536.0,3536.0,261831,GBp
2018-06-27,3568.0,3568.0,525048,GBp
2018-06-28,3567.0,3567.0,277735,GBp
2018-06-29,3600.0,3600.0,605644,GBp
2018-07-02,3491.0,3491.0,640843,GBp
2018-07-03,3540.0,3540.0,616314,GBp
2018-07-04,3553.0,3553.0,269093,GBp
2018-07-05,3589.0,3589.0,183918,GBp
2018-07-06,3599.0,3599.0,134803,GBp
2018-07-09,3670.0,3670.0,221844,GBp
2018-07-10,3662.0,3662.0,204624,GBp
2018-07-11,3526.0,3526.0,336644,GBp
2018-07-12,3638.0,3638.0,363691,GBp
2018-07-13,3694.0,3694.0,553031,GBp
2018-07-16,3709.0,3709.0,259560,GBp
2018-07-17,3736.0,3736.0,348573,GBp
2018-07-18,3797.0,3797.0,468889,GBp
2018-07-19,3750.0,3750.0,192262,GBp
2018-07-20,3720.0,3720.0,155459,GBp
2018-07-23,3599.0,3599.0,491744,GBp
2018-07-24,3558.0,3558.0,427800,GBp
2018-07-25,3256.0,3256.0,2166816,GBp
2018-07-26,3340.0,3340.0,667978,GBp
2018-07-27,3408.0,3408.0,255480,GBp
2018-07-30,3377.0,3377.0,180869,GBp
2018-07-31,3466.0,3466.0,469783,GBp
2018-08-01,3400.0,3400.0,371210,GBp
2018-08-02,3331.0,3331.0,200086,GBp
2018-08-03,3353.0,3353.0,217383,GBp
2018-08-06,3369.0,3369.0,505312,GBp
2018-08-07,3395.0,3395.0,196877,GBp
2018-08-08,3430.0,3430.0,439099,GBp
